Original_ID,Mapped_ID
1.7547.2000251,461
1.753.917,462
1.767.2000348,463
1.796.1280,464
1.806.1339,465
1.772.2000132,466
1.744.2000296,467
1.744.6720,468
1.784.8063,469
1.744.2000246,470
1.766.1030,471
1.817.2000579,472
1.744.833,473
1.818.1476,474
1.785.8303,475
1.808.2000336,476
1.796.1272,477
1.767.7109,478
1.7190.7510,479
1.782.1137,480
1.813.2000426,481
1.818.1464,482
1.817.2781,483
1.772.1095,484
1.749.2133,485
1.753.3733,486
1.796.2000545,487
1.8112.2000587,488
1.811.2000146,489
1.774.8287,490
1.766.2000201,491
1.792.2000584,492
1.785.6712,493
1.749.2000529,494
1.776.1496,495
1.787.1197,496
1.767.2000232,497
1.784.1147,498
1.801.1303,499
1.810.2000590,500
1.772.3746,501
1.785.7112,502
1.762.3795,503
1.813.8109,504
1.795.7186,505
1.818.1479,506
1.772.2000194,507
1.7147.7151,508
1.766.1033,509
1.785.8393,510
1.766.8323,511
1.8108.8310,512
1.818.1451,513
1.749.8360,514
1.749.2129,515
1.781.1136,516
1.818.1450,517
1.795.2000274,518
1.785.2000369,519
1.818.1457,520
1.744.835,521
1.7547.7556,522
1.817.2000331,523
1.810.2000344,524
1.785.2000621,525
1.3233.8082,526
1.752.2061,527
1.749.7683,528
1.794.1238,529
1.753.2000263,530
1.764.7860,531
1.8104.8378,532
1.805.2000255,533
1.807.1346,534
1.795.2000288,535
1.3233.3238,536
1.757.2000207,537
1.750.898,538
1.801.2000067,539
1.752.7670,540
1.767.1060,541
1.817.7591,542
1.754.7945,543
1.817.7650,544
1.813.7537,545
1.749.8358,546
1.813.1388,547
1.813.8110,548
1.795.1265,549
1.813.2000198,550
1.792.8142,551
1.749.2058,552
1.792.2000537,553
1.795.2000429,554
1.753.2062,555
1.818.1472,556
1.3233.2000373,557
1.767.2000385,558
1.744.2891,559
1.766.3225,560
1.772.2000091,561
1.749.2000513,562
1.813.1387,563
1.813.1398,564
1.764.3796,565
1.753.2000053,566
1.744.2000185,567
1.786.8398,568
1.766.2075,569
1.776.1113,570
1.753.904,571
1.817.2000415,572
1.792.2000576,573
1.7547.7551,574
1.7554.7555,575
1.780.1130,576
1.785.8394,577
1.792.1220,578
1.8091.2000340,579
1.792.2000308,580
1.776.8315,581
1.804.7769,582
1.8099.2000525,583
1.8099.1509,584
1.786.8399,585
1.753.1486,586
1.784.1154,587
1.7153.7152,588
1.749.3003,589
1.808.8365,590
1.792.1223,591
1.2999.2000122,592
1.787.7155,593
1.753.916,594
1.817.8341,595
1.818.2145,596
1.7170.2000507,597
1.792.1215,598
1.785.8112,599
1.784.1145,600
1.744.837,601
1.792.2000234,602
1.811.8081,603
1.781.2000416,604
1.782.2000149,605
1.757.2000604,606
1.796.7586,607
1.818.1452,608
1.744.3786,609
1.786.2000538,610
1.3233.6735,611
1.7190.2000558,612
1.805.3821,613
1.785.7871,614
1.2999.2000450,615
1.817.2126,616
1.786.8396,617
1.764.1494,618
1.782.2000070,619
1.782.2000622,620
1.7137.7956,621
1.813.2000534,622
1.780.1129,623
1.8100.2000606,624
1.777.7117,625
1.7190.8302,626
1.771.2000117,627
1.772.2000193,628
1.752.7988,629
1.811.7142,630
1.804.2000243,631
1.817.1434,632
1.785.6713,633
1.8101.8390,634
1.787.2096,635
1.792.1221,636
1.817.2000111,637
1.782.2000419,638
1.753.914,639
1.795.1261,640
1.753.2000406,641
1.784.2000068,642
1.804.1319,643
1.757.954,644
1.749.867,645
1.817.8290,646
1.818.1459,647
1.800.2000293,648
1.771.2080,649
1.764.2074,650
1.752.3787,651
1.7672.7675,652
1.6733.2000257,653
1.744.2000539,654
1.3001.3814,655
1.757.8203,656
1.775.2000252,657
1.7147.2000619,658
1.785.8348,659
1.757.2000615,660
1.7170.2000399,661
1.781.2000319,662
1.8093.2000412,663
1.744.8343,664
1.3001.2000531,665
1.7166.7167,666
1.6731.2000222,667
1.810.2000228,668
1.744.8344,669
1.807.2000520,670
1.757.7793,671
1.7166.7168,672
1.744.2000291,673
1.792.2000046,674
1.7166.2000325,675
1.805.2114,676
1.2999.8330,677
1.6731.2000112,678
1.776.2000533,679
1.757.2066,680
1.3233.8251,681
1.766.3802,682
1.775.1112,683
1.775.3035,684
1.8109.8405,685
1.767.3020,686
1.787.7994,687
1.7190.2000316,688
1.6733.8331,689
1.6733.8318,690
1.788.2000258,691
1.785.8311,692
1.785.8346,693
1.8066.2000144,694
1.2999.7164,695
1.8093.2000413,696
1.7170.7172,697
1.801.3756,698
1.749.2000309,699
1.7672.7674,700
1.8109.2000568,701
1.775.2084,702
1.3233.2000597,703
1.772.2899,704
1.807.6746,705
1.796.2000299,706
1.7137.8190,707
1.766.1034,708
1.796.2000169,709
1.782.2000509,710
1.795.2000065,711
1.753.3862,712
1.792.7983,713
1.3001.2000256,714
1.757.937,715
1.775.2000324,716
1.782.2091,717
1.7280.7580,718
1.753.2000098,719
1.787.7953,720
1.795.1267,721
1.804.2000547,722
1.796.7993,723
1.6731.2000298,724
1.796.7634,725
1.764.2000089,726
1.767.7512,727
1.749.8361,728
1.792.2000161,729
1.813.1399,730
1.767.2849,731
1.8093.2000436,732
1.777.2000433,733
1.753.2000287,734
1.749.8362,735
1.811.1376,736
1.782.3040,737
1.777.7566,738
1.7280.7296,739
1.8097.1503,740
1.772.2000349,741
1.744.2000454,742
1.767.2000290,743
1.7147.2000247,744
1.787.1201,745
1.8082.2000203,746
1.807.2000448,747
1.795.1248,748
1.810.2000196,749
1.7191.7196,750
1.796.2000074,751
1.792.7950,752
1.787.1196,753
1.772.7246,754
1.804.2113,755
1.7166.2000397,756
1.805.3054,757
1.792.1230,758
1.800.1295,759
1.795.7796,760
1.757.7861,761
1.8065.2000060,762
1.7190.2000343,763
1.8096.2000500,764
1.784.2000152,765
1.771.1092,766
1.784.3751,767
1.757.2000195,768
1.3233.3729,769
1.8087.2000303,770
1.757.2000116,771
1.813.3073,772
1.804.3956,773
1.8097.1501,774
1.766.7465,775
1.753.7543,776
1.787.7992,777
1.766.8324,778
1.804.1313,779
1.8065.2000059,780
1.744.2000402,781
1.813.1401,782
1.818.2000512,783
1.753.902,784
1.767.7328,785
1.3001.3041,786
1.6733.7107,787
1.8064.8065,788
1.813.1393,789
1.807.2000456,790
1.8080.2000192,791
1.796.2000420,792
1.813.2000229,793
1.7153.7154,794
1.796.1270,795
1.767.2852,796
1.762.3794,797
1.782.2000387,798
1.749.2000204,799
1.813.1392,800
1.787.3046,801
1.771.8089,802
1.776.8316,803
1.754.926,804
1.794.2103,805
1.753.2000254,806
1.771.8088,807
1.8088.2000313,808
1.6731.2000452,809
1.787.1190,810
1.753.3736,811
1.764.7982,812
1.771.2000039,813
1.753.2000233,814
1.804.1312,815
1.757.943,816
1.744.838,817
1.817.3762,818
1.787.1200,819
1.2999.2000451,820
1.767.7600,821
1.805.1335,822
1.796.1282,823
1.787.2000239,824
1.2999.2000462,825
1.2999.2000458,826
1.2999.2000463,827
1.8092.2000355,828
1.749.866,829
1.795.2000248,830
1.2999.2000306,831
1.792.2000200,832
1.2999.2000461,833
1.6733.8322,834
1.766.2000241,835
1.3001.2000353,836
1.3001.7120,837
1.786.2095,838
1.767.3738,839
1.8076.2000323,840
1.764.2077,841
1.766.2000411,842
1.3001.7581,843
1.764.8283,844
1.788.1204,845
1.3233.3730,846
1.749.8359,847
1.749.868,848
1.801.7347,849
1.775.2000124,850
1.785.2000100,851
1.753.2000179,852
1.2999.2000321,853
1.757.953,854
1.806.2115,855
1.2999.2000307,856
1.749.2000034,857
1.2999.2000351,858
1.813.2000620,859
1.792.8367,860
1.757.8339,861
1.804.8172,862
1.804.7241,863
1.8091.2000342,864
1.804.2000078,865
1.792.2000260,866
1.8096.2000624,867
1.757.3012,868
1.757.7768,869
1.796.2000508,870
1.8078.2000137,871
1.8073.2000115,872
1.2999.2000599,873
1.8106.8298,874
1.771.2000167,875
