Original_ID,Mapped_ID
Kombi 5-dørs,0
Stasjonsvogn,1
SUV/Offroad,2
Kombi 3-dørs,3
Kasse,4
Sedan,5
Coupe,6
Pickup,7
Flerbruksbil,8
,9
Annet,10
Cabriolet,11
